State,year_month,abortions_per_1000_women_ages_1544,birth_rate_per_1000_women_1544,months_since_dobbs,telehealth_share,shield_law_state,shield_law_access,gestational_limit_weeks,single_mothers_median_monthly_income,infant_child_care_cost_burden,snap_participation_rate,tanf_one_parent_per1000_women_1544,medicaid_expansion_status,medicaid_abortion_funding_restrictions,RPP_all_items,state_unemployment_rate, minimum_wage ,census_region,CPI
ID,2024_10,0.15,4.83,27,100%,0,0,0,"$3,461",26%,6.63%,0.11,1,1,95.494,3.4, $7.25 ,West,334.558
ID,2024_11,0.18,4.54,28,100%,0,0,0,"$3,461",26%,6.66%,0.12,1,1,95.494,3.7, $7.25 ,West,334.218
ID,2024_12,0.20,4.77,29,100%,0,0,0,"$3,461",26%,6.71%,0.12,1,1,95.494,3.7, $7.25 ,West,334.084
IL,2022_04,2.22,4.11,-3,5%,0,0,24,"$2,851",46%,15.89%,1.05,1,0,101.205,4.4, $12.00 ,Midwest,268.639
IL,2022_05,2.20,4.34,-2,7%,0,0,24,"$2,851",46%,15.89%,1.03,1,0,101.205,4.4, $12.00 ,Midwest,272.673
IL,2022_06,2.45,4.45,-1,8%,0,0,24,"$2,851",46%,15.95%,0.99,1,0,101.205,5, $12.00 ,Midwest,277.072
IL,2022_07,2.69,4.57,0,7%,0,0,24,"$2,851",46%,15.96%,1.01,1,0,101.205,4.8, $13.35 ,Midwest,276.525
IL,2022_08,2.82,4.73,1,6%,0,0,24,"$2,851",46%,15.98%,1.00,1,0,101.205,4.9, $13.35 ,Midwest,275.875
IL,2022_09,2.60,4.37,2,7%,0,0,24,"$2,851",46%,16.01%,1.02,1,0,101.205,4.4, $13.35 ,Midwest,276.549
IL,2022_10,2.59,4.33,3,7%,0,0,24,"$2,851",46%,16.12%,1.06,1,0,101.205,4.3, $13.35 ,Midwest,276.908
IL,2022_11,2.47,4.35,4,8%,0,0,24,"$2,851",46%,16.15%,1.04,1,0,101.205,4.2, $13.35 ,Midwest,276.436
IL,2022_12,2.81,4.31,5,8%,1,0,24,"$2,851",46%,16.28%,1.07,1,0,101.205,4, $13.35 ,Midwest,275.182
IL,2023_01,3.13,4.07,6,8%,1,0,24,"$2,959",46%,16.20%,1.06,1,0,98.752,4.7, $13.70 ,Midwest,277.332
IL,2023_02,2.91,3.75,7,6%,1,0,24,"$2,959",46%,16.30%,1.04,1,0,98.752,4.7, $13.70 ,Midwest,278.672
IL,2023_03,3.37,4.30,8,6%,1,0,24,"$2,959",46%,16.22%,1.01,1,0,98.752,4.4, $13.70 ,Midwest,280.330
IL,2023_04,3.04,3.94,9,6%,1,0,24,"$2,959",46%,15.76%,1.00,1,0,98.752,3.8, $13.70 ,Midwest,281.927
IL,2023_05,3.13,4.24,10,7%,1,0,24,"$2,959",46%,15.93%,0.99,1,0,98.752,4, $13.70 ,Midwest,282.656
IL,2023_06,3.16,4.35,11,6%,1,0,24,"$2,959",46%,15.88%,0.98,1,0,98.752,4.8, $13.70 ,Midwest,283.741
IL,2023_07,3.05,4.40,12,13%,1,0,24,"$2,959",46%,15.98%,0.97,1,0,98.752,4.7, $13.70 ,Midwest,284.640
IL,2023_08,3.32,4.46,13,12%,1,0,24,"$2,959",46%,16.69%,0.94,1,0,98.752,5.1, $13.70 ,Midwest,285.122
IL,2023_09,2.99,4.29,14,12%,1,0,24,"$2,959",46%,15.53%,0.97,1,0,98.752,4.7, $13.70 ,Midwest,285.276
IL,2023_10,3.00,4.30,15,13%,1,0,24,"$2,959",46%,15.36%,0.97,1,0,98.752,4.5, $13.70 ,Midwest,284.981
IL,2023_11,3.05,4.19,16,13%,1,0,24,"$2,959",46%,15.19%,0.94,1,0,98.752,4.2, $13.70 ,Midwest,284.539
IL,2023_12,3.11,4.12,17,13%,1,0,24,"$2,959",46%,15.33%,0.92,1,0,98.752,4.3, $13.70 ,Midwest,283.908
IL,2024_01,3.16,4.04,18,12%,1,0,24,"$3,441",46%,15.14%,0.87,1,0,99.958,5.2, $14.00 ,Midwest,284.731
IL,2024_02,3.15,3.84,19,11%,1,0,24,"$3,441",46%,15.15%,0.87,1,0,99.958,5.3, $14.00 ,Midwest,286.346
IL,2024_03,3.25,4.06,20,11%,1,0,24,"$3,441",46%,15.49%,0.91,1,0,99.958,5, $14.00 ,Midwest,288.301
IL,2024_04,3.15,4.05,21,11%,1,0,24,"$3,441",46%,15.30%,0.91,1,0,99.958,4.6, $14.00 ,Midwest,289.718
IL,2024_05,3.32,4.26,22,11%,1,0,24,"$3,441",46%,15.34%,0.86,1,0,99.958,4.8, $14.00 ,Midwest,290.355
IL,2024_06,3.16,4.15,23,11%,1,0,24,"$3,441",46%,15.32%,0.89,1,0,99.958,5.7, $14.00 ,Midwest,290.779
IL,2024_07,3.25,4.45,24,12%,1,0,24,"$3,441",46%,15.32%,0.87,1,0,99.958,5.7, $14.00 ,Midwest,292.256
IL,2024_08,3.30,4.41,25,12%,1,0,24,"$3,441",46%,15.09%,0.89,1,0,99.958,5.3, $14.00 ,Midwest,292.559
IL,2024_09,2.74,4.12,26,13%,1,0,24,"$3,441",46%,15.07%,0.89,1,0,99.958,4.7, $14.00 ,Midwest,292.547
IL,2024_10,2.98,4.32,27,12%,1,0,24,"$3,441",46%,15.22%,0.88,1,0,99.958,4.7, $14.00 ,Midwest,292.291
IL,2024_11,2.96,3.95,28,12%,1,0,24,"$3,441",46%,15.26%,0.90,1,0,99.958,4.5, $14.00 ,Midwest,292.022
IL,2024_12,2.95,4.06,29,12%,1,0,24,"$3,441",46%,15.14%,0.89,1,0,99.958,4.3, $14.00 ,Midwest,292.533
IN,2022_04,0.69,4.77,-3,0%,0,0,22,"$2,651",36%,9.14%,1.00,1,1,91.875,2.5, $7.25 ,Midwest,268.639
IN,2022_05,0.64,4.89,-2,0%,0,0,22,"$2,651",36%,9.08%,0.98,1,1,91.875,2.9, $7.25 ,Midwest,272.673
IN,2022_06,0.64,5.05,-1,0%,0,0,22,"$2,651",36%,9.02%,1.02,1,1,91.875,3.3, $7.25 ,Midwest,277.072
IN,2022_07,0.82,5.10,0,0%,0,0,22,"$2,651",36%,8.99%,0.99,1,1,91.875,3.5, $7.25 ,Midwest,276.525
IN,2022_08,0.79,5.51,1,0%,0,0,22,"$2,651",36%,8.98%,1.05,1,1,91.875,3.2, $7.25 ,Midwest,275.875
IN,2022_09,0.53,5.02,2,0%,0,0,22,"$2,651",36%,8.81%,1.02,1,1,91.875,2.6, $7.25 ,Midwest,276.549
IN,2022_10,0.36,5.06,3,0%,0,0,22,"$2,651",36%,8.77%,1.06,1,1,91.875,3, $7.25 ,Midwest,276.908
IN,2022_11,0.50,4.97,4,0%,0,0,22,"$2,651",36%,8.73%,1.08,1,1,91.875,3.1, $7.25 ,Midwest,276.436
IN,2022_12,0.41,5.12,5,0%,0,0,22,"$2,651",36%,8.78%,1.16,1,1,91.875,2.7, $7.25 ,Midwest,275.182
IN,2023_01,0.38,4.93,6,0%,0,0,22,"$2,738",42%,8.64%,1.28,1,1,92.097,3.7, $7.25 ,Midwest,277.332
IN,2023_02,0.51,4.52,7,0%,0,0,22,"$2,738",42%,8.64%,1.14,1,1,92.097,3.8, $7.25 ,Midwest,278.672
IN,2023_03,0.54,5.01,8,0%,0,0,22,"$2,738",42%,8.74%,1.15,1,1,92.097,3.7, $7.25 ,Midwest,280.330
IN,2023_04,0.45,4.56,9,0%,0,0,22,"$2,738",42%,8.63%,1.07,1,1,92.097,2.8, $7.25 ,Midwest,281.927
IN,2023_05,0.48,4.91,10,0%,0,0,22,"$2,738",42%,8.63%,1.20,1,1,92.097,3.4, $7.25 ,Midwest,282.656
IN,2023_06,0.52,5.00,11,0%,0,0,22,"$2,738",42%,8.70%,1.23,1,1,92.097,3.6, $7.25 ,Midwest,283.741
IN,2023_07,0.66,5.13,12,18%,0,0,22,"$2,738",42%,8.71%,1.23,1,1,92.097,3.7, $7.25 ,Midwest,284.640
IN,2023_08,0.13,5.26,13,89%,0,0,0,"$2,738",42%,8.80%,1.34,1,1,92.097,3.6, $7.25 ,Midwest,285.122
IN,2023_09,0.13,4.91,14,88%,0,0,0,"$2,738",42%,8.80%,1.55,1,1,92.097,3.2, $7.25 ,Midwest,285.276
IN,2023_10,0.16,4.97,15,95%,0,0,0,"$2,738",42%,8.91%,1.41,1,1,92.097,3.3, $7.25 ,Midwest,284.981
IN,2023_11,0.16,4.82,16,91%,0,0,0,"$2,738",42%,8.92%,1.63,1,1,92.097,3.4, $7.25 ,Midwest,284.539
IN,2023_12,0.18,4.87,17,92%,0,0,0,"$2,738",42%,8.99%,1.77,1,1,92.097,3.2, $7.25 ,Midwest,283.908
IN,2024_01,0.21,4.72,18,93%,0,0,0,"$2,989",48%,8.86%,1.58,1,1,93.329,4.1, $7.25 ,Midwest,284.731
IN,2024_02,0.18,4.67,19,92%,0,0,0,"$2,989",48%,8.86%,1.64,1,1,93.329,4.4, $7.25 ,Midwest,286.346
IN,2024_03,0.21,4.98,20,93%,0,0,0,"$2,989",48%,8.81%,1.55,1,1,93.329,4.3, $7.25 ,Midwest,288.301
IN,2024_04,0.18,4.83,21,96%,0,0,0,"$2,989",48%,8.67%,1.44,1,1,93.329,3.6, $7.25 ,Midwest,289.718
IN,2024_05,0.18,4.96,22,96%,0,0,0,"$2,989",48%,8.68%,1.44,1,1,93.329,4, $7.25 ,Midwest,290.355
IN,2024_06,0.17,4.85,23,96%,0,0,0,"$2,989",48%,8.72%,1.50,1,1,93.329,4.4, $7.25 ,Midwest,290.779
IN,2024_07,0.21,5.19,24,97%,0,0,0,"$2,989",48%,8.75%,1.60,1,1,93.329,4.9, $7.25 ,Midwest,292.256
IN,2024_08,0.21,5.32,25,96%,0,0,0,"$2,989",48%,8.87%,1.72,1,1,93.329,4.4, $7.25 ,Midwest,292.559
IN,2024_09,0.20,5.03,26,96%,0,0,0,"$2,989",48%,8.83%,1.84,1,1,93.329,4, $7.25 ,Midwest,292.547
IN,2024_10,0.25,5.09,27,97%,0,0,0,"$2,989",48%,8.79%,1.95,1,1,93.329,4, $7.25 ,Midwest,292.291
IN,2024_11,0.27,4.53,28,97%,0,0,0,"$2,989",48%,8.79%,2.01,1,1,93.329,4.3, $7.25 ,Midwest,292.022
IN,2024_12,0.29,4.93,29,97%,0,0,0,"$2,989",48%,8.80%,2.01,1,1,93.329,4, $7.25 ,Midwest,292.533
IA,2022_04,0.62,4.89,-3,5%,0,0,22,"$2,810",34%,8.81%,3.48,1,1,88.351,2.1, $7.25 ,Midwest,268.639
IA,2022_05,0.61,4.88,-2,3%,0,0,22,"$2,810",34%,8.70%,3.36,1,1,88.351,2.4, $7.25 ,Midwest,272.673
IA,2022_06,0.64,5.00,-1,3%,0,0,22,"$2,810",34%,8.65%,3.32,1,1,88.351,2.8, $7.25 ,Midwest,277.072
IA,2022_07,0.59,5.28,0,6%,0,0,22,"$2,810",34%,8.55%,3.28,1,1,88.351,3.1, $7.25 ,Midwest,276.525
IA,2022_08,0.46,5.37,1,7%,0,0,22,"$2,810",34%,8.50%,3.30,1,1,88.351,3.2, $7.25 ,Midwest,275.875
IA,2022_09,0.53,5.05,2,6%,0,0,22,"$2,810",34%,8.41%,3.31,1,1,88.351,2.6, $7.25 ,Midwest,276.549
IA,2022_10,0.51,4.95,3,10%,0,0,22,"$2,810",34%,8.36%,3.24,1,1,88.351,2.8, $7.25 ,Midwest,276.908
IA,2022_11,0.57,4.99,4,11%,0,0,22,"$2,810",34%,8.29%,3.23,1,1,88.351,2.8, $7.25 ,Midwest,276.436
IA,2022_12,0.61,5.04,5,11%,0,0,22,"$2,810",34%,8.28%,3.22,1,1,88.351,2.9, $7.25 ,Midwest,275.182
IA,2023_01,0.61,4.73,6,8%,0,0,22,"$3,045",33%,8.16%,3.18,1,1,88.769,3.7, $7.25 ,Midwest,277.332
IA,2023_02,0.49,4.48,7,10%,0,0,22,"$3,045",33%,8.15%,3.20,1,1,88.769,3.3, $7.25 ,Midwest,278.672
IA,2023_03,0.64,4.98,8,15%,0,0,22,"$3,045",33%,8.20%,3.22,1,1,88.769,3.1, $7.25 ,Midwest,280.330
IA,2023_04,0.41,4.72,9,36%,0,0,22,"$3,045",33%,8.16%,3.23,1,1,88.769,2.3, $7.25 ,Midwest,281.927
IA,2023_05,0.44,5.12,10,37%,0,0,22,"$3,045",33%,8.16%,3.24,1,1,88.769,2.8, $7.25 ,Midwest,282.656
IA,2023_06,0.47,5.10,11,21%,0,0,22,"$3,045",33%,8.18%,3.22,1,1,88.769,3, $7.25 ,Midwest,283.741
IA,2023_07,0.51,5.21,12,39%,0,0,22,"$3,045",33%,8.06%,3.19,1,1,88.769,3.1, $7.25 ,Midwest,284.640
IA,2023_08,0.61,5.39,13,27%,0,0,22,"$3,045",33%,8.09%,3.25,1,1,88.769,3.2, $7.25 ,Midwest,285.122
IA,2023_09,0.54,4.86,14,27%,0,0,22,"$3,045",33%,8.05%,3.30,1,1,88.769,2.7, $7.25 ,Midwest,285.276
IA,2023_10,0.64,4.77,15,31%,0,0,22,"$3,045",33%,8.09%,3.29,1,1,88.769,2.8, $7.25 ,Midwest,284.981
IA,2023_11,0.57,4.92,16,46%,0,0,22,"$3,045",33%,8.07%,3.18,1,1,88.769,2.5, $7.25 ,Midwest,284.539
IA,2023_12,0.59,4.76,17,47%,0,0,22,"$3,045",33%,8.10%,3.12,1,1,88.769,2.6, $7.25 ,Midwest,283.908
IA,2024_01,0.58,4.93,18,56%,0,0,22,"$3,295",32%,7.97%,3.04,1,1,87.762,3.5, $7.25 ,Midwest,284.731
IA,2024_02,0.56,4.42,19,40%,0,0,22,"$3,295",32%,7.96%,3.00,1,1,87.762,3.1, $7.25 ,Midwest,286.346
IA,2024_03,0.66,5.04,20,44%,0,0,22,"$3,295",32%,7.96%,3.01,1,1,87.762,2.8, $7.25 ,Midwest,288.301
IA,2024_04,0.61,4.84,21,37%,0,0,22,"$3,295",32%,7.97%,3.02,1,1,87.762,2.2, $7.25 ,Midwest,289.718
IA,2024_05,0.68,4.99,22,33%,0,0,22,"$3,295",32%,8.01%,3.10,1,1,87.762,2.7, $7.25 ,Midwest,290.355
IA,2024_06,0.60,4.90,23,32%,0,0,6,"$3,295",32%,8.05%,3.10,1,1,87.762,3.1, $7.25 ,Midwest,290.779
IA,2024_07,0.52,5.08,24,44%,0,0,6,"$3,295",32%,8.10%,3.11,1,1,87.762,3.5, $7.25 ,Midwest,292.256
IA,2024_08,0.32,5.14,25,50%,0,0,6,"$3,295",32%,8.09%,3.27,1,1,87.762,3.4, $7.25 ,Midwest,292.559
IA,2024_09,0.32,4.89,26,60%,0,0,6,"$3,295",32%,8.08%,3.37,1,1,87.762,2.9, $7.25 ,Midwest,292.547
IA,2024_10,0.39,5.18,27,54%,0,0,6,"$3,295",32%,8.16%,3.48,1,1,87.762,3.1, $7.25 ,Midwest,292.291
IA,2024_11,0.40,4.58,28,64%,0,0,6,"$3,295",32%,8.13%,3.40,1,1,87.762,3.1, $7.25 ,Midwest,292.022
IA,2024_12,0.35,4.77,29,77%,0,0,6,"$3,295",32%,8.11%,3.40,1,1,87.762,3, $7.25 ,Midwest,292.533
KS,2022_04,1.70,4.61,-3,0%,0,0,24,"$2,702",47%,6.65%,2.53,0,1,89.609,2.3, $7.25 ,Midwest,268.639
KS,2022_05,1.67,4.71,-2,0%,0,0,24,"$2,702",47%,6.68%,2.46,0,1,89.609,2.5, $7.25 ,Midwest,272.673
KS,2022_06,1.63,4.98,-1,0%,0,0,24,"$2,702",47%,6.70%,2.41,0,1,89.609,2.9, $7.25 ,Midwest,277.072
KS,2022_07,1.63,5.08,0,0%,0,0,24,"$2,702",47%,6.67%,2.43,0,1,89.609,3.3, $7.25 ,Midwest,276.525
KS,2022_08,2.24,5.71,1,0%,0,0,24,"$2,702",47%,6.68%,2.46,0,1,89.609,3.2, $7.25 ,Midwest,275.875
KS,2022_09,2.02,5.45,2,0%,0,0,24,"$2,702",47%,6.58%,2.40,0,1,89.609,2.6, $7.25 ,Midwest,276.549
KS,2022_10,2.21,4.86,3,0%,0,0,24,"$2,702",47%,6.52%,2.36,0,1,89.609,2.8, $7.25 ,Midwest,276.908
KS,2022_11,1.98,5.25,4,0%,0,0,24,"$2,702",47%,6.47%,2.30,0,1,89.609,2.5, $7.25 ,Midwest,276.436
KS,2022_12,2.30,5.23,5,1%,0,0,24,"$2,702",47%,6.31%,2.24,0,1,89.609,2.4, $7.25 ,Midwest,275.182
KS,2023_01,2.90,5.08,6,5%,0,0,24,"$3,059",41%,6.21%,2.18,0,1,89.908,3, $7.25 ,Midwest,277.332
KS,2023_02,2.72,4.35,7,7%,0,0,24,"$3,059",41%,6.15%,2.20,0,1,89.908,3.2, $7.25 ,Midwest,278.672
KS,2023_03,2.97,4.98,8,9%,0,0,24,"$3,059",41%,6.19%,2.10,0,1,89.908,3, $7.25 ,Midwest,280.330
KS,2023_04,3.04,4.61,9,8%,0,0,24,"$3,059",41%,6.23%,2.09,0,1,89.908,2.6, $7.25 ,Midwest,281.927
KS,2023_05,3.18,4.89,10,7%,0,0,24,"$3,059",41%,6.34%,2.10,0,1,89.908,2.8, $7.25 ,Midwest,282.656
KS,2023_06,3.53,5.14,11,6%,0,0,24,"$3,059",41%,6.45%,2.14,0,1,89.908,3, $7.25 ,Midwest,283.741
KS,2023_07,2.99,5.11,12,11%,0,0,24,"$3,059",41%,6.44%,2.22,0,1,89.908,3.2, $7.25 ,Midwest,284.640
KS,2023_08,3.18,5.26,13,8%,0,0,24,"$3,059",41%,6.44%,2.37,0,1,89.908,3.2, $7.25 ,Midwest,285.122
KS,2023_09,2.83,5.17,14,7%,0,0,24,"$3,059",41%,6.40%,2.50,0,1,89.908,2.8, $7.25 ,Midwest,285.276
KS,2023_10,3.00,4.98,15,9%,0,0,24,"$3,059",41%,6.34%,2.62,0,1,89.908,3, $7.25 ,Midwest,284.981
KS,2023_11,3.18,4.93,16,9%,0,0,24,"$3,059",41%,6.34%,2.53,0,1,89.908,2.3, $7.25 ,Midwest,284.539
KS,2023_12,3.20,4.97,17,9%,0,0,24,"$3,059",41%,6.34%,2.56,0,1,89.908,2.4, $7.25 ,Midwest,283.908
KS,2024_01,3.54,4.83,18,10%,0,0,24,"$3,154",40%,6.28%,2.42,0,1,90.068,3.1, $7.25 ,Midwest,284.731
KS,2024_02,3.47,4.50,19,7%,0,0,24,"$3,154",40%,6.25%,2.39,0,1,90.068,3.6, $7.25 ,Midwest,286.346
KS,2024_03,3.81,4.84,20,7%,0,0,24,"$3,154",40%,6.25%,2.37,0,1,90.068,3.4, $7.25 ,Midwest,288.301
KS,2024_04,3.36,4.75,21,9%,0,0,24,"$3,154",40%,6.29%,2.33,0,1,90.068,3.1, $7.25 ,Midwest,289.718
KS,2024_05,3.45,4.81,22,8%,0,0,24,"$3,154",40%,6.32%,2.36,0,1,90.068,3.4, $7.25 ,Midwest,290.355
KS,2024_06,2.94,4.65,23,10%,0,0,24,"$3,154",40%,6.35%,2.38,0,1,90.068,3.9, $7.25 ,Midwest,290.779
KS,2024_07,2.83,5.14,24,13%,0,0,24,"$3,154",40%,6.34%,2.39,0,1,90.068,4.4, $7.25 ,Midwest,292.256
KS,2024_08,3.62,5.35,25,8%,0,0,24,"$3,154",40%,6.36%,2.45,0,1,90.068,4.1, $7.25 ,Midwest,292.559
KS,2024_09,2.85,4.96,26,9%,0,0,24,"$3,154",40%,6.34%,2.45,0,1,90.068,3.4, $7.25 ,Midwest,292.547
KS,2024_10,3.26,5.02,27,10%,0,0,24,"$3,154",40%,6.37%,2.51,0,1,90.068,3.7, $7.25 ,Midwest,292.291
KS,2024_11,3.12,4.60,28,10%,0,0,24,"$3,154",40%,6.37%,2.45,0,1,90.068,3.5, $7.25 ,Midwest,292.022
KS,2024_12,2.85,4.89,29,14%,0,0,24,"$3,154",40%,6.36%,2.49,0,1,90.068,3.3, $7.25 ,Midwest,292.533
KY,2022_04,0.36,4.81,-3,0%,0,0,22,"$2,184",37%,12.13%,3.50,1,1,89.402,3.5, $7.25 ,South,279.879
KY,2022_05,0.44,4.82,-2,0%,0,0,22,"$2,184",37%,12.02%,3.61,1,1,89.402,3.9, $7.25 ,South,283.307
KY,2022_06,0.35,4.97,-1,0%,0,0,22,"$2,184",37%,12.11%,3.73,1,1,89.402,4.5, $7.25 ,South,287.427
KY,2022_07,0.33,5.24,0,0%,0,0,0,"$2,184",37%,12.11%,3.27,1,1,89.402,4.5, $7.25 ,South,287.608
KY,2022_08,0.00,5.73,1,0%,0,0,0,"$2,184",37%,12.37%,3.29,1,1,89.402,4, $7.25 ,South,287.168
KY,2022_09,0.00,5.30,2,0%,0,0,0,"$2,184",37%,12.21%,3.31,1,1,89.402,3.7, $7.25 ,South,287.656
KY,2022_10,0.00,5.02,3,0%,0,0,0,"$2,184",37%,12.14%,3.27,1,1,89.402,3.8, $7.25 ,South,288.836
KY,2022_11,0.00,5.10,4,0%,0,0,0,"$2,184",37%,12.19%,3.19,1,1,89.402,3.7, $7.25 ,South,288.991
KY,2022_12,0.00,5.30,5,0%,0,0,0,"$2,184",37%,12.24%,3.12,1,1,89.402,3.6, $7.25 ,South,288.205
KY,2023_01,0.00,5.07,6,0%,0,0,0,"$2,648",30%,12.17%,3.06,1,1,89.89,4.5, $7.25 ,South,290.438
KY,2023_02,0.00,4.55,7,0%,0,0,0,"$2,648",30%,12.21%,3.08,1,1,89.89,4.7, $7.25 ,South,292.285
KY,2023_03,0.00,5.13,8,0%,0,0,0,"$2,648",30%,12.31%,3.25,1,1,89.89,4.3, $7.25 ,South,293.358
KY,2023_04,0.00,4.58,9,0%,0,0,0,"$2,648",30%,12.39%,3.45,1,1,89.89,3.6, $7.25 ,South,295.315
KY,2023_05,0.00,5.03,10,0%,0,0,0,"$2,648",30%,12.22%,3.75,1,1,89.89,4.1, $7.25 ,South,295.889
KY,2023_06,0.00,5.20,11,0%,0,0,0,"$2,648",30%,12.20%,3.99,1,1,89.89,4.7, $7.25 ,South,296.789
KY,2023_07,0.16,5.21,12,100%,0,0,0,"$2,648",30%,12.04%,4.31,1,1,89.89,4.6, $7.25 ,South,297.279
KY,2023_08,0.15,5.39,13,92%,0,0,0,"$2,648",30%,12.14%,4.73,1,1,89.89,4.3, $7.25 ,South,298.975
KY,2023_09,0.17,4.93,14,100%,0,0,0,"$2,648",30%,12.13%,5.00,1,1,89.89,4.2, $7.25 ,South,299.657
KY,2023_10,0.21,5.19,15,100%,0,0,0,"$2,648",30%,12.33%,5.27,1,1,89.89,4.1, $7.25 ,South,299.394
KY,2023_11,0.22,4.96,16,95%,0,0,0,"$2,648",30%,12.44%,5.46,1,1,89.89,4.1, $7.25 ,South,298.930
KY,2023_12,0.21,5.16,17,100%,0,0,0,"$2,648",30%,12.72%,5.52,1,1,89.89,4.2, $7.25 ,South,298.754
KY,2024_01,0.26,5.02,18,100%,0,0,0,"$2,367",45%,12.82%,5.53,1,1,90.159,5, $7.25 ,South,300.421
KY,2024_02,0.20,4.72,19,100%,0,0,0,"$2,367",45%,12.87%,5.75,1,1,90.159,5.4, $7.25 ,South,303.144
KY,2024_03,0.25,4.85,20,100%,0,0,0,"$2,367",45%,13.14%,5.80,1,1,90.159,5.1, $7.25 ,South,304.490
KY,2024_04,0.25,4.84,21,95%,0,0,0,"$2,367",45%,13.21%,6.04,1,1,90.159,4.4, $7.25 ,South,305.104
KY,2024_05,0.24,5.03,22,100%,0,0,0,"$2,367",45%,13.36%,6.30,1,1,90.159,4.6, $7.25 ,South,305.296
KY,2024_06,0.24,4.89,23,100%,0,0,0,"$2,367",45%,13.48%,6.49,1,1,90.159,5.4, $7.25 ,South,305.357
KY,2024_07,0.27,5.51,24,100%,0,0,0,"$2,367",45%,13.57%,6.85,1,1,90.159,5.8, $7.25 ,South,305.819
KY,2024_08,0.24,5.42,25,100%,0,0,0,"$2,367",45%,13.72%,7.17,1,1,90.159,5.3, $7.25 ,South,305.761
KY,2024_09,0.25,5.03,26,100%,0,0,0,"$2,367",45%,13.65%,7.35,1,1,90.159,4.9, $7.25 ,South,306.078
KY,2024_10,0.30,5.23,27,100%,0,0,0,"$2,367",45%,13.64%,7.55,1,1,90.159,5, $7.25 ,South,306.889
KY,2024_11,0.34,4.69,28,100%,0,0,0,"$2,367",45%,12.79%,7.61,1,1,90.159,5, $7.25 ,South,306.877
KY,2024_12,0.34,5.02,29,100%,0,0,0,"$2,367",45%,12.81%,7.62,1,1,90.159,5, $7.25 ,South,307.007
LA,2022_04,0.83,4.55,-3,0%,0,0,22,"$1,966",36%,16.83%,1.63,1,1,90.489,3.3, $7.25 ,South,279.879
LA,2022_05,0.89,4.80,-2,0%,0,0,22,"$1,966",36%,16.86%,1.77,1,1,90.489,3.5, $7.25 ,South,283.307
LA,2022_06,0.59,4.83,-1,0%,0,0,22,"$1,966",36%,17.20%,1.96,1,1,90.489,4.5, $7.25 ,South,287.427
LA,2022_07,0.34,5.42,0,0%,0,0,22,"$1,966",36%,17.36%,2.11,1,1,90.489,4.1, $7.25 ,South,287.608
LA,2022_08,0.00,5.92,1,0%,0,0,0,"$1,966",36%,17.41%,2.36,1,1,90.489,3.9, $7.25 ,South,287.168
LA,2022_09,0.00,5.39,2,0%,0,0,0,"$1,966",36%,18.28%,2.59,1,1,90.489,3.6, $7.25 ,South,287.656
LA,2022_10,0.00,5.23,3,0%,0,0,0,"$1,966",36%,18.97%,2.70,1,1,90.489,3.3, $7.25 ,South,288.836
LA,2022_11,0.00,5.38,4,0%,0,0,0,"$1,966",36%,19.49%,2.81,1,1,90.489,3.2, $7.25 ,South,288.991
LA,2022_12,0.00,5.63,5,0%,0,0,0,"$1,966",36%,19.95%,2.82,1,1,90.489,3.2, $7.25 ,South,288.205
LA,2023_01,0.00,5.35,6,0%,0,0,0,"$2,220",38%,20.28%,2.80,1,1,88.7,3.8, $7.25 ,South,290.438
LA,2023_02,0.00,4.62,7,0%,0,0,0,"$2,220",38%,20.62%,2.79,1,1,88.7,3.5, $7.25 ,South,292.285
LA,2023_03,0.00,4.79,8,0%,0,0,0,"$2,220",38%,20.14%,2.67,1,1,88.7,3.3, $7.25 ,South,293.358
LA,2023_04,0.00,4.41,9,0%,0,0,0,"$2,220",38%,19.73%,2.64,1,1,88.7,3.1, $7.25 ,South,295.315
LA,2023_05,0.00,5.07,10,0%,0,0,0,"$2,220",38%,19.39%,2.65,1,1,88.7,3.6, $7.25 ,South,295.889
LA,2023_06,0.00,4.86,11,0%,0,0,0,"$2,220",38%,19.40%,2.64,1,1,88.7,4.3, $7.25 ,South,296.789
LA,2023_07,0.34,5.30,12,100%,0,0,0,"$2,220",38%,18.83%,2.71,1,1,88.7,3.7, $7.25 ,South,297.279
LA,2023_08,0.42,5.58,13,100%,0,0,0,"$2,220",38%,18.58%,2.83,1,1,88.7,3.9, $7.25 ,South,298.975
LA,2023_09,0.35,5.10,14,100%,0,0,0,"$2,220",38%,18.54%,2.97,1,1,88.7,4, $7.25 ,South,299.657
LA,2023_10,0.53,5.23,15,100%,0,0,0,"$2,220",38%,18.74%,3.04,1,1,88.7,4, $7.25 ,South,299.394
LA,2023_11,0.52,5.07,16,100%,0,0,0,"$2,220",38%,18.91%,3.03,1,1,88.7,3.8, $7.25 ,South,298.930
LA,2023_12,0.57,5.02,17,100%,0,0,0,"$2,220",38%,18.95%,2.98,1,1,88.7,3.9, $7.25 ,South,298.754
LA,2024_01,0.61,4.83,18,100%,0,0,0,"$2,316",39%,18.42%,3.05,1,1,88.207,4.4, $7.25 ,South,300.421
LA,2024_02,0.59,4.64,19,100%,0,0,0,"$2,316",39%,18.39%,3.03,1,1,88.207,4.2, $7.25 ,South,303.144
